id,text,has_figurative_language,figurative_type,difficulty,instance_count,category,subcategory,pattern,notes,dataset_name,dataset_category
sci_054,Mutations are typos in the genetic code.,True,metaphor,easy,1,,model_metaphor,,Typo metaphor for genetic errors,scientific,phase1
sci_055,Species adapt to their environment through natural selection.,True,personification,easy,1,,technical_personification,,Adaptation as intentional response,scientific,phase1
sci_056,The tree of life branches out to show evolutionary relationships.,True,metaphor,medium,1,,model_metaphor,,Tree metaphor for phylogeny,scientific,phase1
sci_057,Predators and prey are locked in an evolutionary arms race.,True,metaphor,medium,1,,model_metaphor,,Arms race metaphor for coevolution,scientific,phase1
sci_058,Ecosystems are delicate webs of interconnected species.,True,metaphor,medium,1,,model_metaphor,,Web metaphor for ecological relationships,scientific,phase1
sci_059,Biodiversity is nature's insurance policy against environmental change.,True,metaphor,hard,1,,model_metaphor,,Insurance metaphor for resilience,scientific,phase1
sci_060,Invasive species are ecological bulldozers disrupting native communities.,True,metaphor,medium,1,,model_metaphor,,Bulldozer metaphor for invasive impact,scientific,phase1
sci_061,The brain rewires itself through neuroplasticity.,True,personification,medium,1,,technical_personification,,Rewiring metaphor for neural adaptation,scientific,phase1
sci_062,Memories are stored in networks of connected neurons.,True,metaphor,medium,1,,model_metaphor,,Storage metaphor for memory encoding,scientific,phase1
sci_063,Neurotransmitters are chemical messengers between neurons.,True,metaphor,easy,1,,model_metaphor,,Messenger metaphor for signaling,scientific,phase1
sci_064,The prefrontal cortex is the brain's executive control center.,True,metaphor,medium,1,,model_metaphor,,Executive metaphor for cognitive control,scientific,phase1
sci_065,Sleep allows the brain to consolidate memories and clear waste.,True,personification,medium,1,,technical_personification,,Clearing as intentional maintenance,scientific,phase1
sci_066,Dopamine is the brain's reward chemical.,True,metaphor,easy,1,,model_metaphor,,Reward metaphor for neurotransmitter function,scientific,phase1
sci_067,The amygdala is the brain's alarm system for detecting threats.,True,metaphor,medium,1,,model_metaphor,,Alarm system metaphor for fear response,scientific,phase1
sci_068,Neural pathways are highways for information in the brain.,True,metaphor,easy,1,,model_metaphor,,Highway metaphor for neural transmission,scientific,phase1
sci_069,The hippocampus is the brain's memory filing cabinet.,True,metaphor,easy,1,,model_metaphor,,Filing cabinet metaphor for memory storage,scientific,phase1
sci_070,Synapses strengthen or weaken based on use.,True,personification,easy,1,,technical_personification,,Strengthening as adaptive response,scientific,phase1
sci_071,Viruses hijack cellular machinery to replicate themselves.,True,personification,medium,1,,technical_personification,,Hijacking metaphor for viral replication,scientific,phase1
sci_072,Bacteria evolve resistance to antibiotics through natural selection.,True,personification,medium,1,,technical_personification,,Evolution as intentional adaptation,scientific,phase1
sci_073,The immune system remembers past infections.,True,personification,easy,1,,technical_personification,,Memory metaphor for immune response,scientific,phase1
sci_074,White blood cells patrol the body looking for invaders.,True,personification,medium,1,,technical_personification,,Patrol metaphor for immune surveillance,scientific,phase1
sci_075,Vaccines train the immune system to recognize pathogens.,True,personification,medium,1,,technical_personification,,Training metaphor for immunization,scientific,phase1
sci_076,Cancer cells ignore the body's stop signals and divide uncontrollably.,True,personification,medium,1,,technical_personification,,Ignoring as intentional disobedience,scientific,phase1
sci_077,Hormones are chemical messengers that regulate body functions.,True,metaphor,easy,1,,model_metaphor,,Messenger metaphor for endocrine signaling,scientific,phase1
sci_078,The liver is the body's detoxification plant.,True,metaphor,easy,1,,model_metaphor,,Plant metaphor for metabolic processing,scientific,phase1
sci_079,Kidneys filter waste from the blood like a coffee filter.,True,simile,easy,1,,pedagogical_simile,,Coffee filter analogy for filtration,scientific,phase1
sci_080,The respiratory system is a gas exchange interface.,True,metaphor,medium,1,,model_metaphor,,Interface metaphor for lung function,scientific,phase1
sci_081,Algorithms are recipes for solving computational problems.,True,metaphor,easy,1,,model_metaphor,,Recipe metaphor for procedures,scientific,phase1
sci_082,Computer memory is organized like a filing cabinet with addresses.,True,simile,easy,1,,pedagogical_simile,,Filing cabinet analogy for memory,scientific,phase1
sci_083,The CPU is the brain of the computer.,True,metaphor,easy,1,,model_metaphor,,Brain metaphor for processing unit,scientific,phase1
sci_084,Data flows through the computer like water through pipes.,True,simile,easy,1,,pedagogical_simile,,Water flow analogy for data transfer,scientific,phase1
sci_085,Firewalls are digital barriers protecting networks from threats.,True,metaphor,medium,1,,model_metaphor,,Barrier metaphor for security,scientific,phase1
sci_086,Machine learning algorithms learn from data like students from examples.,True,simile,medium,1,,pedagogical_simile,,Student learning analogy for ML,scientific,phase1
sci_087,Neural networks mimic the structure of biological brains.,True,personification,medium,1,,technical_personification,,Mimicry metaphor for artificial networks,scientific,phase1
sci_088,Encryption scrambles data to protect it from unauthorized access.,True,personification,medium,1,,technical_personification,,Scrambling metaphor for cryptography,scientific,phase1
sci_089,The internet is a web of interconnected computers.,True,metaphor,easy,1,,model_metaphor,,Web metaphor for network topology,scientific,phase1
sci_090,Viruses infect computers and spread to other systems.,True,personification,medium,1,,technical_personification,,Infection metaphor for malware,scientific,phase1
sci_091,The greenhouse effect traps heat in Earth's atmosphere like a blanket.,True,simile,medium,1,,pedagogical_simile,,Blanket analogy for heat retention,scientific,phase1
sci_092,Carbon dioxide acts as a thermostat for Earth's climate.,True,metaphor,medium,1,,model_metaphor,,Thermostat metaphor for climate regulation,scientific,phase1
sci_093,Renewable energy sources tap into nature's power.,True,personification,easy,1,,technical_personification,,Tapping metaphor for energy harvesting,scientific,phase1
sci_094,Fossil fuels are ancient sunlight stored in chemical bonds.,True,metaphor,hard,1,,model_metaphor,,Stored sunlight metaphor for energy,scientific,phase1
sci_095,The ozone layer is Earth's sunscreen protecting against UV radiation.,True,metaphor,easy,1,,model_metaphor,,Sunscreen metaphor for UV protection,scientific,phase1
sci_096,Deforestation is removing Earth's lungs.,True,metaphor,medium,1,,model_metaphor,,Lungs metaphor for oxygen production,scientific,phase1
sci_097,Ocean acidification is climate change's evil twin.,True,metaphor,hard,1,,model_metaphor,,Evil twin metaphor for related problem,scientific,phase1
sci_098,Feedback loops amplify or dampen climate changes.,True,personification,medium,1,,technical_personification,,Amplification metaphor for system dynamics,scientific,phase1
sci_099,The carbon cycle is nature's way of recycling carbon atoms.,True,personification,medium,1,,technical_personification,,Recycling metaphor for biogeochemical cycle,scientific,phase1
sci_100,Tipping points are thresholds beyond which climate change accelerates.,True,metaphor,hard,1,,model_metaphor,,Tipping point metaphor for nonlinear change,scientific,phase1
multi_001,"The project was a marathon, not a sprint, and we needed to pace ourselves carefully.",True,metaphor,easy,2,,,same_type,Marathon and sprint metaphors,multiple-instances,phase1
multi_002,"Her smile was sunshine, and her laughter was music to my ears.",True,metaphor,easy,2,,,same_type,Sunshine and music metaphors,multiple-instances,phase1
multi_003,"Time is money, so don't waste it on trivial matters.",True,metaphor,easy,2,,,same_type,"Time as money, waste as spending",multiple-instances,phase1
multi_004,The city sleeps under a blanket of stars that wink down at us.,True,personification,medium,3,,,same_type,"City sleeps, blanket, stars wink",multiple-instances,phase1
multi_005,"His words were daggers, his silence was deafening, and his departure was a thunderclap.",True,metaphor,medium,3,,,same_type,"Daggers, deafening silence, thunderclap",multiple-instances,phase1
multi_006,"The wind whispered secrets, the trees danced, and the river sang its ancient song.",True,personification,medium,3,,,same_type,"Wind whispers, trees dance, river sings",multiple-instances,phase1
multi_007,"Life is a journey, and every experience is a stepping stone toward wisdom.",True,metaphor,easy,2,,,same_type,Journey and stepping stone metaphors,multiple-instances,phase1
multi_008,"The classroom was a zoo, the students were wild animals, and the teacher was the zookeeper.",True,metaphor,medium,3,,,same_type,"Zoo, animals, zookeeper metaphors",multiple-instances,phase1
multi_009,"Her heart was stone, her eyes were ice, and her voice was steel.",True,metaphor,easy,3,,,same_type,"Stone, ice, steel metaphors for coldness",multiple-instances,phase1
multi_010,The economy is a patient with multiple chronic conditions being treated by doctors with competing theories.,True,metaphor,hard,2,,,same_type,Patient metaphor extended,multiple-instances,phase1
multi_011,The sun smiled down on us like a proud parent watching children play.,True,mixed,easy,2,,,different_types,Personification (smiled) and simile (like parent),multiple-instances,phase1
multi_012,The old house groaned and creaked as if it were telling stories of the past.,True,mixed,medium,2,,,different_types,Personification (groaned/creaked) and simile (as if telling),multiple-instances,phase1
multi_013,"Time flies when you're having fun, but it crawls like a snail when you're bored.",True,mixed,medium,3,,,different_types,Personification (flies/crawls) and simile (like snail),multiple-instances,phase1
multi_014,"The storm raged like an angry beast, and the thunder roared its fury.",True,mixed,medium,3,,,different_types,"Simile (like beast), personification (raged, roared)",multiple-instances,phase1
multi_015,"Her words cut like a knife, leaving wounds that would take years to heal.",True,mixed,medium,2,,,different_types,Simile (like knife) and metaphor (wounds),multiple-instances,phase1
multi_016,"The city is a jungle where only the strong survive, and predators lurk around every corner.",True,metaphor,medium,2,,,same_type,Jungle metaphor extended,multiple-instances,phase1
multi_017,"The computer died, the printer refused to work, and the phone decided to take a vacation.",True,personification,medium,3,,,same_type,"Died, refused, decided - all personification",multiple-instances,phase1
multi_018,"His anger was a volcano ready to erupt, spewing hot lava of harsh words.",True,metaphor,medium,2,,,same_type,Volcano and lava metaphors,multiple-instances,phase1
multi_019,"The moon hung in the sky like a silver coin, and the stars were scattered diamonds.",True,mixed,easy,2,,,different_types,Simile (like coin) and metaphor (diamonds),multiple-instances,phase1
multi_020,"The garden was paradise, the flowers were jewels, and the fragrance was perfume from heaven.",True,metaphor,medium,3,,,same_type,"Paradise, jewels, perfume metaphors",multiple-instances,phase1
multi_021,"The data tells a story, the numbers paint a picture, and the trends reveal the truth.",True,personification,medium,3,,,same_type,"Tells, paint, reveal - all personification",multiple-instances,phase1
multi_022,"Her voice was velvet, smooth as silk, and soft as a whisper.",True,mixed,medium,3,,,different_types,"Metaphor (velvet), simile (smooth as silk, soft as whisper)",multiple-instances,phase1
multi_023,"The deadline is breathing down our necks, time is running out, and pressure is mounting.",True,personification,medium,3,,,same_type,"Breathing, running, mounting - all personification",multiple-instances,phase1
multi_024,"The market is hungry for innovation, thirsty for new ideas, and starving for disruption.",True,personification,medium,3,,,same_type,"Hungry, thirsty, starving - all personification",multiple-instances,phase1
multi_025,"His mind was a steel trap, sharp as a razor, and quick as lightning.",True,mixed,medium,3,,,different_types,"Metaphor (steel trap), simile (sharp as razor, quick as lightning)",multiple-instances,phase1
multi_026,"The company is bleeding money, hemorrhaging cash, and drowning in debt.",True,metaphor,medium,3,,,same_type,"Bleeding, hemorrhaging, drowning - medical/water metaphors",multiple-instances,phase1
multi_027,"The book was a treasure chest of wisdom, a fountain of knowledge, and a beacon of enlightenment.",True,metaphor,hard,3,,,same_type,"Treasure chest, fountain, beacon metaphors",multiple-instances,phase1
multi_028,"The politician's promises were empty, hollow as a drum, and worthless as fool's gold.",True,mixed,medium,3,,,different_types,"Metaphor (empty), simile (hollow as drum, worthless as fool's gold)",multiple-instances,phase1
multi_029,"The ocean roared its displeasure, the waves crashed angrily, and the wind howled in protest.",True,personification,medium,3,,,same_type,"Roared, crashed angrily, howled - all personification",multiple-instances,phase1
multi_030,"Success is a ladder you must climb one rung at a time, and failure is a teacher showing you the way.",True,metaphor,medium,2,,,same_type,Ladder and teacher metaphors,multiple-instances,phase1
multi_031,"The news spread like wildfire, rumors flew through the air, and gossip traveled at the speed of light.",True,mixed,medium,3,,,different_types,"Simile (like wildfire), personification (flew), hyperbole (speed of light)",multiple-instances,phase1
multi_032,"The forest was a cathedral, the trees were pillars, and the canopy was a vaulted ceiling.",True,metaphor,medium,3,,,same_type,"Cathedral, pillars, ceiling metaphors",multiple-instances,phase1
multi_033,"Her patience wore thin, her temper frayed, and her composure shattered like glass.",True,mixed,medium,3,,,different_types,"Metaphors (wore thin, frayed) and simile (like glass)",multiple-instances,phase1
multi_034,"The river of time flows endlessly, carrying memories downstream, and washing away the past.",True,metaphor,medium,3,,,same_type,"River, carrying, washing - water metaphors",multiple-instances,phase1
multi_035,"The argument was a battlefield, words were weapons, and silence was a strategic retreat.",True,metaphor,medium,3,,,same_type,"Battlefield, weapons, retreat - war metaphors",multiple-instances,phase1
multi_036,"The sunset painted the sky with fire, splashed orange across the clouds, and gilded the horizon.",True,personification,medium,3,,,same_type,"Painted, splashed, gilded - all personification",multiple-instances,phase1
multi_037,"His reputation was spotless, clean as a whistle, and pure as driven snow.",True,mixed,medium,3,,,different_types,"Metaphor (spotless), simile (clean as whistle, pure as snow)",multiple-instances,phase1
multi_038,"The machine hummed contentedly, purred like a cat, and sang its mechanical song.",True,mixed,medium,3,,,different_types,"Personification (hummed contentedly), simile (like cat), personification (sang)",multiple-instances,phase1
multi_039,"The city is a living organism, breathing in workers each morning and exhaling them each evening.",True,metaphor,hard,2,,,same_type,Organism and breathing metaphors,multiple-instances,phase1
multi_040,"The problem is a puzzle we must solve, a knot we must untangle, and a maze we must navigate.",True,metaphor,medium,3,,,same_type,"Puzzle, knot, maze metaphors",multiple-instances,phase1
multi_041,"Her dreams were castles in the air, built on foundations of hope, and decorated with wishes.",True,metaphor,medium,3,,,same_type,"Castles, foundations, decorated - construction metaphors",multiple-instances,phase1
multi_042,"The truth is a mirror reflecting reality, a light illuminating darkness, and a compass pointing the way.",True,metaphor,hard,3,,,same_type,"Mirror, light, compass metaphors",multiple-instances,phase1
multi_043,"The winter was brutal, cold as death, and merciless in its assault on the homeless.",True,mixed,medium,3,,,different_types,"Personification (brutal, merciless), simile (cold as death)",multiple-instances,phase1
multi_044,"The software is buggy, crashes like a house of cards, and performs as slowly as molasses.",True,mixed,medium,3,,,different_types,"Metaphor (buggy), simile (like house of cards, as slowly as molasses)",multiple-instances,phase1
multi_045,"The team is firing on all cylinders, running like a well-oiled machine, and performing at peak efficiency.",True,mixed,medium,3,,,different_types,"Metaphor (firing on cylinders), simile (like machine), metaphor (peak)",multiple-instances,phase1
multi_046,"The opportunity is knocking at our door, calling our name, and waiting for us to answer.",True,personification,medium,3,,,same_type,"Knocking, calling, waiting - all personification",multiple-instances,phase1
multi_047,"The mountain stood like a sentinel, guarding the valley, and watching over the village below.",True,mixed,medium,3,,,different_types,"Simile (like sentinel), personification (guarding, watching)",multiple-instances,phase1
multi_048,"The idea germinated in his mind, took root in his imagination, and blossomed into a brilliant plan.",True,metaphor,medium,3,,,same_type,"Germinated, took root, blossomed - plant metaphors",multiple-instances,phase1
multi_049,"The debate was a circus, the candidates were clowns, and the moderator was the ringmaster.",True,metaphor,medium,3,,,same_type,"Circus, clowns, ringmaster metaphors",multiple-instances,phase1
multi_050,"The fog rolled in like a blanket, wrapped the city in gray, and hid everything from view.",True,mixed,medium,3,,,different_types,"Simile (like blanket), personification (wrapped, hid)",multiple-instances,phase1
multi_051,"The stock market is a roller coaster, climbing to dizzying heights and plunging to terrifying lows.",True,metaphor,medium,2,,,same_type,Roller coaster metaphor extended,multiple-instances,phase1
multi_052,"The child's imagination was boundless, wild as the ocean, and free as a bird.",True,mixed,medium,3,,,different_types,"Metaphor (boundless), simile (wild as ocean, free as bird)",multiple-instances,phase1
multi_053,"The disease spread through the population, infected thousands, and claimed countless lives.",True,personification,medium,3,,,same_type,"Spread, infected, claimed - all personification",multiple-instances,phase1
multi_054,"The building was a monument to excess, a temple of greed, and a shrine to materialism.",True,metaphor,hard,3,,,same_type,"Monument, temple, shrine metaphors",multiple-instances,phase1
multi_055,"The music flowed like water, washed over the audience, and carried them away on waves of emotion.",True,mixed,medium,3,,,different_types,"Simile (like water), personification (washed, carried)",multiple-instances,phase1
multi_056,"The politician danced around the question, dodged the issue, and sidestepped the controversy.",True,metaphor,medium,3,,,same_type,"Danced, dodged, sidestepped - movement metaphors",multiple-instances,phase1
multi_057,"The fire consumed the forest, devoured everything in its path, and left only ashes behind.",True,personification,medium,3,,,same_type,"Consumed, devoured, left - all personification",multiple-instances,phase1
multi_058,"The relationship was toxic, poisonous as arsenic, and deadly to both parties involved.",True,mixed,medium,3,,,different_types,"Metaphor (toxic), simile (poisonous as arsenic), metaphor (deadly)",multiple-instances,phase1
multi_059,"The algorithm is intelligent, learns like a student, and adapts to new situations.",True,mixed,medium,3,,,different_types,"Personification (intelligent), simile (like student), personification (adapts)",multiple-instances,phase1
multi_060,"The bridge connects two worlds, spans the divide, and unites what was once separate.",True,metaphor,medium,3,,,same_type,"Connects, spans, unites - connection metaphors",multiple-instances,phase1
multi_061,"The silence was deafening, heavy as lead, and oppressive in its completeness.",True,mixed,medium,3,,,different_types,"Metaphor (deafening), simile (heavy as lead), personification (oppressive)",multiple-instances,phase1
multi_062,"The startup is a rocket ship, accelerating rapidly, and aiming for the stars.",True,metaphor,medium,3,,,same_type,"Rocket ship, accelerating, aiming for stars - space metaphors",multiple-instances,phase1
multi_063,"The teacher planted seeds of knowledge, cultivated curiosity, and harvested understanding.",True,metaphor,medium,3,,,same_type,"Planted, cultivated, harvested - agricultural metaphors",multiple-instances,phase1
multi_064,"The storm was a monster, fierce as a lion, and destructive beyond measure.",True,mixed,medium,3,,,different_types,"Metaphor (monster), simile (fierce as lion), hyperbole (beyond measure)",multiple-instances,phase1
multi_065,"The memory haunted him, followed him like a shadow, and refused to let him forget.",True,mixed,medium,3,,,different_types,"Personification (haunted), simile (like shadow), personification (refused)",multiple-instances,phase1
multi_066,"The city pulses with energy, throbs with life, and vibrates with possibility.",True,personification,medium,3,,,same_type,"Pulses, throbs, vibrates - all personification",multiple-instances,phase1
multi_067,"The theory is elegant, beautiful as a symphony, and profound in its simplicity.",True,mixed,medium,3,,,different_types,"Metaphor (elegant), simile (beautiful as symphony), metaphor (profound)",multiple-instances,phase1
multi_068,"The glacier carved the valley, sculpted the landscape, and shaped the mountains.",True,personification,medium,3,,,same_type,"Carved, sculpted, shaped - all personification",multiple-instances,phase1
multi_069,"The lie grew like a cancer, spread through the community, and poisoned relationships.",True,mixed,medium,3,,,different_types,"Simile (like cancer), personification (spread, poisoned)",multiple-instances,phase1
multi_070,"The code is spaghetti, tangled as a ball of yarn, and impossible to debug.",True,mixed,medium,3,,,different_types,"Metaphor (spaghetti), simile (tangled as yarn), hyperbole (impossible)",multiple-instances,phase1
multi_071,"The revolution was a wildfire, spreading rapidly, and consuming the old order.",True,metaphor,medium,3,,,same_type,"Wildfire, spreading, consuming - fire metaphors",multiple-instances,phase1
multi_072,"The artist's work speaks volumes, shouts from the canvas, and whispers secrets to those who listen.",True,personification,medium,3,,,same_type,"Speaks, shouts, whispers - all personification",multiple-instances,phase1
multi_073,"The deadline looms like a dark cloud, threatens our peace, and casts a shadow over everything.",True,mixed,medium,3,,,different_types,"Simile (like cloud), personification (threatens, casts)",multiple-instances,phase1
multi_074,"The innovation is revolutionary, groundbreaking as the wheel, and transformative in its impact.",True,mixed,medium,3,,,different_types,"Metaphor (revolutionary), simile (groundbreaking as wheel), metaphor (transformative)",multiple-instances,phase1
multi_075,"The ocean is a vast library, each wave is a page, and every tide tells a story.",True,metaphor,hard,3,,,same_type,"Library, page, story - book metaphors",multiple-instances,phase1
multi_076,"The pain stabbed him, cut deep, and left scars that would never fully heal.",True,metaphor,medium,3,,,same_type,"Stabbed, cut, scars - injury metaphors",multiple-instances,phase1
multi_077,"The future beckons us forward, calls us to action, and promises rewards for the brave.",True,personification,medium,3,,,same_type,"Beckons, calls, promises - all personification",multiple-instances,phase1
multi_078,"The network is a web, interconnected like neurons in a brain, and complex beyond comprehension.",True,mixed,medium,3,,,different_types,"Metaphor (web), simile (like neurons), hyperbole (beyond comprehension)",multiple-instances,phase1
multi_079,"The tradition is a chain linking generations, a thread connecting past to present, and a bridge to the future.",True,metaphor,hard,3,,,same_type,"Chain, thread, bridge - connection metaphors",multiple-instances,phase1
multi_080,"The virus mutates constantly, evolves rapidly, and adapts to every defense we create.",True,personification,medium,3,,,same_type,"Mutates, evolves, adapts - all personification",multiple-instances,phase1
multi_081,"The landscape is a canvas, painted by nature, and framed by the horizon.",True,metaphor,medium,3,,,same_type,"Canvas, painted, framed - art metaphors",multiple-instances,phase1
multi_082,"The strategy is flawed, weak as a house of cards, and doomed to fail.",True,mixed,medium,3,,,different_types,"Metaphor (flawed), simile (weak as house of cards), personification (doomed)",multiple-instances,phase1
multi_083,"The crowd roared its approval, thundered its applause, and shook the stadium with its enthusiasm.",True,personification,medium,3,,,same_type,"Roared, thundered, shook - all personification",multiple-instances,phase1
multi_084,"The solution is elegant, simple as a haiku, and powerful in its directness.",True,mixed,medium,3,,,different_types,"Metaphor (elegant), simile (simple as haiku), metaphor (powerful)",multiple-instances,phase1
multi_085,"The organization is a pyramid, hierarchical in structure, and rigid in its operations.",True,metaphor,medium,3,,,same_type,"Pyramid, hierarchical, rigid - structure metaphors",multiple-instances,phase1
multi_086,"The technology is obsolete, ancient as the dinosaurs, and destined for extinction.",True,mixed,medium,3,,,different_types,"Metaphor (obsolete), simile (ancient as dinosaurs), personification (destined)",multiple-instances,phase1
multi_087,"The river of progress flows inexorably forward, sweeps away obstacles, and carves new paths.",True,metaphor,medium,3,,,same_type,"River, sweeps, carves - water metaphors",multiple-instances,phase1
multi_088,"The argument is circular, repetitive as a broken record, and going nowhere.",True,mixed,medium,3,,,different_types,"Metaphor (circular), simile (repetitive as record), personification (going)",multiple-instances,phase1
multi_089,"The brand is a beacon, shining brightly, and guiding customers to our products.",True,metaphor,medium,3,,,same_type,"Beacon, shining, guiding - light metaphors",multiple-instances,phase1
multi_090,"The crisis is a crucible, testing our resolve, and forging us into something stronger.",True,metaphor,hard,3,,,same_type,"Crucible, testing, forging - metallurgy metaphors",multiple-instances,phase1
multi_091,"The culture is a tapestry, woven from many threads, and rich in its diversity.",True,metaphor,medium,3,,,same_type,"Tapestry, woven, threads - textile metaphors",multiple-instances,phase1
multi_092,"The plan is ambitious, bold as a lion, and risky in its scope.",True,mixed,medium,3,,,different_types,"Metaphor (ambitious), simile (bold as lion), metaphor (risky)",multiple-instances,phase1
multi_093,"The system is broken, fractured like shattered glass, and beyond repair.",True,mixed,medium,3,,,different_types,"Metaphor (broken), simile (fractured like glass), hyperbole (beyond repair)",multiple-instances,phase1
multi_094,"The movement is a tidal wave, unstoppable in its momentum, and sweeping everything before it.",True,metaphor,medium,3,,,same_type,"Tidal wave, unstoppable, sweeping - water metaphors",multiple-instances,phase1
multi_095,"The discovery is a key, unlocking mysteries, and opening doors to new understanding.",True,metaphor,medium,3,,,same_type,"Key, unlocking, opening - access metaphors",multiple-instances,phase1
multi_096,"The competition is fierce, cutthroat as a knife fight, and unforgiving of mistakes.",True,mixed,medium,3,,,different_types,"Metaphor (fierce), simile (cutthroat as knife fight), personification (unforgiving)",multiple-instances,phase1
multi_097,"The ecosystem is a delicate balance, fragile as spun glass, and easily disrupted.",True,mixed,medium,3,,,different_types,"Metaphor (balance), simile (fragile as glass), personification (disrupted)",multiple-instances,phase1
multi_098,"The narrative is a journey, winding through plot twists, and arriving at an unexpected destination.",True,metaphor,medium,3,,,same_type,"Journey, winding, arriving - travel metaphors",multiple-instances,phase1
multi_099,"The pressure is mounting, building like steam in a kettle, and ready to explode.",True,mixed,medium,3,,,different_types,"Personification (mounting), simile (like steam), personification (ready to explode)",multiple-instances,phase1
multi_100,"The legacy is a gift, passed down through generations, and treasured by all who receive it.",True,metaphor,medium,3,,,same_type,"Gift, passed down, treasured - inheritance metaphors",multiple-instances,phase1
