global_segment_id,statement,Lisa Causal (Y/N),Marie Y/N,Marie&Lisa Agreement,Final Y/N Solution,Type,Lisa Justification,Marie Notes,Agreement AI & Human,AI y/n,AI_  is_causal,AI_explanation,Andrew Y/N,Andrew Notes
1882,The actions of others cause consequences for the residents of Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses the direct causal verb 'cause', indicating that the actions of others directly lead to consequences for the residents of Abeesee.",,
1926,Videos of what is truly going on in Abeesee village will be taken first,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes an action (videos being taken) but does not indicate any cause-effect relationship. It lacks causal indicators and merely states a sequence of events.,,
1092,A group is formed to fund a project,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,#N/A,Yes,TRUE,"The statement implies that the purpose of forming the group is to fund the project, indicating a causal relationship where the action (forming the group) leads to an intended effect (funding the project). However, the certainty is medium because the direct causation is implied rather than explicitly stated.",,
402,Abeesee has had discussions,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement only indicates that Abeesee has had discussions but does not express any causal relationship between events or actions.,,
724,The financial status of villagers without heat will be compared,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a comparison that will be made but does not indicate any causal relationship between financial status and having or lacking heat.,,
690,Contacting all groups involved in building construction leads to identifying the issue with the building,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that contacting all groups involved in building construction directly results in identifying the issue with the building.",,
430,High fuel prices result from market factors,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'result from', indicating that market factors directly lead to high fuel prices, which is a clear causal relationship.",,
2163,Contacting local politicians informs them about the Village's issues,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y",Lexical informs,TRUE,Yes,TRUE,"The statement indicates that contacting local politicians (the cause) leads to them becoming informed about the Village's issues (the effect), showing a clear causal relationship.",,
1354,A heating and insulation business is involved in planning a response to Abeesee's problems,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement in planning but does not indicate a direct causal relationship between the business's actions and Abeesee's problems.,,
2100,The high cost of fossil fuels causes residents to forgo heating in winter,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a causal relationship where the high cost of fossil fuels (cause) directly leads to residents forgoing heating in winter (effect).,,
556,General physicians will be involved in planning the response,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement of general physicians in a planning process but does not indicate any cause and effect relationship.,,
1807,Finding better jobs at the university leads to improving the financial situation of poorer people,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that finding better jobs at the university directly influences or improves the financial situation of poorer people.",,
823,Planners need to involve villagers because villagers are most affected,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,#N/A,Yes,TRUE,"The statement implies a causal relationship where the fact that 'villagers are most affected' is given as the reason (cause) for why planners need to involve them, suggesting a cause-effect relationship.",,
1073,Constructing an electric grid would lead to a decrease in heating prices,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'would lead to', indicating that constructing an electric grid (the cause) directly influences a decrease in heating prices (the effect), which suggests a clear causal relationship.",,
915,Government officials are involved in planning a response to the issues in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an action (government officials planning a response) but does not indicate that this action is causing or influencing another event or state. It lacks clear indicators of causation.,,
1584,Increasing costs of fossil fuels cause Abeese residents to be unable to afford heat during the winter,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a causal relationship where the increasing costs of fossil fuels (the cause) directly lead to Abeese residents being unable to afford heat during the winter (the effect).,,
655,Lack of heat causes deaths during extremely harsh winters,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that lack of heat directly leads to deaths during extremely harsh winters.,,
420,Environmental protection measures may cause an increase in fossil fuel costs,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses 'may cause', indicating a potential direct causal relationship where environmental protection measures lead to an increase in fossil fuel costs.",,
2169,Knowing the number of people impacted in Abeesee is necessary,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement does not express a causal relationship; it merely states a necessity without indicating any cause and effect.,,
57,The Alaska Heating Assistance Program (LIHEAP) helps Alaskan residents,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,#N/A,Yes,TRUE,"The verb 'helps' indicates that the Alaska Heating Assistance Program (LIHEAP) has a direct positive influence on Alaskan residents, suggesting a causal relationship.",,
578,Identifying the cheapest and most efficient response leads to reaching out to stakeholders,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that identifying the cheapest and most efficient response directly leads to an action (reaching out to stakeholders), which suggests a clear causal relationship.",,
543,Villagers ensure representation from the 38%,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement does not indicate a causal relationship; it merely describes an action (ensuring representation) without showing how this action leads to or influences another event or state.,,
1407,Additional information on home heating prices provides context to the economic problem of heat,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement indicates that additional information on home heating prices provides context to an economic problem but does not imply a direct causal relationship where one event leads to or influences another.,,
1067,Local governments belong to a category of government,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement indicates category membership but does not imply any causal relationship.,,
999,High costs of fossil fuels make it difficult for people to afford heat,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that high costs (cause) directly lead to difficulty in affording heat (effect), using the causal verb 'make'.",,
1620,The lack of funding restricts heat sources in the town,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that a lack of funding (cause) directly restricts heat sources in the town (effect), showing a clear causal relationship.",,
2090,The inquiry requires knowing the average household income in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement is a request for information and does not express any causal relationship between events or states.,,
1058,The person tries to raise money,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes an action (trying to raise money) without indicating any cause or effect relationship.,,
124,Not being able to afford heating causes most people to face major problems,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that not being able to afford heating directly leads to most people facing major problems.,,
1838,The Village of Abeesee has harsh winters,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement is a simple description of a characteristic of the Village of Abeesee and does not imply any causal relationship.,,
204,Identifying the root causes occurs during the assessment of the situation,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,"The statement describes an action (identifying root causes) that occurs during another process (assessment of the situation), but it does not indicate a direct causal relationship between two events or states.",,
728,Involving non-profit groups leads to raising money for Abeesee village,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that involving non-profit groups directly results in raising money for Abeesee village.",,
203,Assessing the situation in Abeesee leads to finding the root causes,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that assessing the situation (cause) directly leads to or results in finding the root causes (effect), showing a clear causal relationship.",,
2083,The solutions have potential consequences for the government of the village,No,No,TRUE,No,,"Statement, No cause/effect relationship",Generic ,TRUE,No,FALSE,The statement indicates that the solutions have potential consequences but does not specify a direct causal relationship or direction of influence between the solutions and the government's actions or state.,,
2197,Finding a cheaper way to access heat leads to reducing reliance on fossil fuels,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that finding a cheaper way to access heat directly leads to reducing reliance on fossil fuels, showing a clear causal relationship.",,
1734,Village residents cannot afford heat during winters,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a condition or situation without indicating that one event directly leads to another. It lacks explicit causal indicators and instead presents an observation about affordability.,,
913,The average income of Abeesee is needed for additional information,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement does not express a causal relationship; it merely indicates that additional information about average income is needed.,,
444,Getting in touch with non-profit organizations leads to providing Abeesee with supplies,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that contacting non-profit organizations directly results in Abeesee receiving supplies.",,
736,Donating money to non-profit organizations helps the public understand the hardships of the village,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y",Lexical help,TRUE,Yes,TRUE,"The statement indicates that donating money (cause) leads to a better public understanding of village hardships (effect), implying a direct causal relationship.",,
2142,Prices increasing for fossil fuels makes heating unaffordable for Abeesee villagers,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where the cause (prices increasing for fossil fuels) directly leads to the effect (heating becoming unaffordable for Abeesee villagers). The use of 'makes' as a direct causal verb supports this interpretation.,,
303,People dying causes the problem to be considered very serious,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes', indicating that people dying directly leads to the problem being considered very serious.",,
15,Non profits offer resources to people suffering in the town,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,#N/A,Yes,TRUE,"The statement implies that non-profits providing resources (cause) leads to assistance or improvement in conditions for people suffering (effect), though the exact nature of the effect is not explicitly detailed.",,
1702,Officials have the power to regulate pricing,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an ability or authority (having the power) without indicating that this power directly leads to a specific effect on pricing. It does not express a clear causal relationship.,,
80,,No,No,TRUE,No,,Blank,Not a segment ,TRUE,No,FALSE,"The input text is 'nan', which does not express any relationship, causal or otherwise.",,
286,Abeesee uses energy companies to find heat sources,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement describes a use or action but does not indicate that one event directly leads to another in a causal manner.,,
1599,Analyze the average income in relation to heating expenses,No,No,TRUE,No,n) Correlation vs. Causation: Be cautious not to confuse correlation with causation,"Statement, No cause/effect relationship", ,TRUE,No,FALSE,The statement describes an analysis of two variables (average income and heating expenses) but does not indicate any causal relationship between them.,,
707,Lack of proper knowledge about alternative heat sources led to deaths,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that a lack of proper knowledge (cause) directly resulted in deaths (effect), showing a clear causal relationship.",,
1252,Alternative energy resources could help the people of Abeesee,Yes,No,#N/A,No,,"Direct, X leads to Y",Possible solutionOriginal statement: I would need more details on the situation of the people of Abeesee as well as any alternative energy resources that could possibly be used to help the people of Abeesee. ,#N/A,Yes,TRUE,"The statement suggests that alternative energy resources have a potential positive influence on helping the people of Abeesee, implying a causal relationship where the availability or use of these resources could lead to beneficial outcomes for the population.",No,unclear what the effect would be
276,The survey aims to identify residents concerned about the heat problem,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes the purpose of a survey but does not indicate any causal relationship between events or states.,,
716,The inability to afford heat is not caused by the people,Yes,Yes,TRUE,Yes,"j) Counterfactual causality: ""If X hadn't happened, Y wouldn't have occurred""",Direct cause, ,TRUE,Yes,TRUE,"The statement uses 'caused by', indicating a causal relationship where the inability to afford heat is explicitly stated not to be an effect of the people.",,
1490,A heat pump is recommended because it is environmentally friendly,No,Yes,#N/A,No,"a) Explicit markers: because, since, therefore, thus, hence, consequently, so that, in order to","Statement, No cause/effect relationship", ,#N/A,Yes,TRUE,"The statement uses 'because' to indicate that the environmental friendliness of a heat pump is the reason (cause) for its recommendation (effect), establishing a clear causal relationship.",No,not clear about what the cause and what the effect would be
2053,Expensive heating causes people to die because they cannot afford to stay warm,Yes,Yes,TRUE,Yes,"a) Explicit markers: because, since, therefore, thus, hence, consequently, so that, in order to",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a causal relationship where expensive heating (cause) leads to people dying because they cannot afford to stay warm (effect). The use of 'because' further strengthens the causal link.,,
586,The local government of Abeesee will be involved in planning a response,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement in planning but does not indicate any cause and effect relationship.,,
670,The lack of heat in community homes causes adverse effects on the residents of Abeesee,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that the lack of heat (cause) directly leads to adverse effects on residents (effect),,
86,High cost of fossil fuels causes residents of Abeesee to burn available resources,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'causes', indicating that the high cost of fossil fuels directly leads to residents burning available resources as an effect.",,
2152,High costs of heating lead to 27 deaths,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that high costs of heating directly lead to a specific outcome (27 deaths), which suggests a clear causal relationship.",,
810,The narrator wants to hear the local government's explanation,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement expresses a desire or wish from the narrator but does not indicate any causal relationship between events or actions.,,
987,Finding safer heating methods for the village prevents villagers from dying,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y",Lexical prevents,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where finding safer heating methods (the cause) directly leads to preventing villagers from dying (the effect).,,
301,Making fires requires homes to have a working fireplace,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,#N/A,Yes,TRUE,"The statement implies that the requirement (making fires) directly leads to or necessitates a condition (homes having a working fireplace), indicating a causal relationship.",,
1049,The income of the residents is needed for analysis,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement does not indicate any causal relationship; it merely states a need for analyzing residents' income without implying that one event or state causes another.,,
1472,Knowing if the village has tried alternatives to fossil fuels is helpful,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a condition (knowing if the village has tried alternatives) and its helpfulness but does not indicate any direct causal relationship between trying alternatives and an effect.,,
2144,Holding a town meeting allows locals to gain firsthand insight into the problems,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y","In this case, allows seems more like helpsLexical allows",TRUE,Yes,TRUE,"The statement indicates that holding a town meeting (cause) allows locals to gain firsthand insight into problems (effect), showing a clear causal relationship.",,
1828,The rise in fossil fuel prices causes Abeesee people to be unable to afford heat,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that the rise in fossil fuel prices directly leads to Abeesee people being unable to afford heat.,,
2002,Understanding the governmental structure of the village leads to creating a plan,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that understanding the governmental structure (cause) directly leads to or influences the creation of a plan (effect), showing a clear causal relationship.",,
1964,Abeesee residents have expenses,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement is purely descriptive and indicates that Abeesee residents possess a characteristic (having expenses) without implying any cause or effect relationship.,,
2040,Current policies influence the availability of affordable heating,No,Yes,#N/A,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Statement, correlation", ,TRUE,Yes,TRUE,"The statement uses the causal verb 'influence', indicating that current policies have a direct effect on the availability of affordable heating.",yes,policies as cause and availability as effect
1618,Lack of funding restricts heat sources from being brought to Abeesee,Yes,Yes,TRUE,Yes,"g) Types of causatives: Lexical, Morphological, Periphrastic","Direct, X leads to Y",Lexical restricts,TRUE,Yes,TRUE,"The statement indicates that lack of funding (cause) directly restricts or prevents heat sources from being brought to Abeesee (effect), showing a clear causal relationship.",,
1898,Rising costs of fossil fuels cause residents of Abeesse to be unable to afford heat for their homes,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement clearly indicates a causal relationship where rising costs of fossil fuels (the cause) directly lead to residents of Abeesse being unable to afford heat for their homes (the effect).,,
165,The first approach failing leads to considering other alternatives,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where the failure of the first approach (cause) leads to considering other alternatives (effect).,,
2036,Government incentives cause an increase in homes using all-electric heating,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'cause', indicating that government incentives directly lead to an increase in homes using all-electric heating.",,
1849,Environmentalists interact with national government,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an interaction between environmentalists and the national government but does not indicate any direct causal relationship where one action or state leads to another.,,
705,Not affording home heating caused people to use alternative heat sources,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,"The statement clearly indicates that not affording home heating (the cause) directly led people to use alternative heat sources (the effect), showing a direct causal relationship.",,
318,The nearest developed country is involved in planning a response to the town's problems,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes involvement in planning but does not indicate that this involvement directly causes any specific outcome or effect.,,
2137,Presenting findings causes actions to be taken by the local government/villagers,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'causes' indicating that presenting findings directly leads to actions being taken by the local government/villagers.,,
541,The socioeconomic status of the village affects the demographics,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'affects', which implies a causal influence of socioeconomic status on demographics.",,
309,Coming up with a business plan leads to reaching out to people involved,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that coming up with a business plan directly results in or influences reaching out to people involved.",,
1122,,No,No,TRUE,No,,Blank,Not a segment ,TRUE,No,FALSE,"The input text is 'nan', which does not express any relationship, causal or otherwise.",,
1674,The planner collaborates with a non-profit organization,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes collaboration between two entities but does not indicate any causal relationship where one action or event leads to another.,,
1969,The text suggests that there may be leaders among the Abeesee residents,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement is descriptive and does not indicate any causal relationship between events or states.,,
643,The number of people living in homes without heat determines the number of blankets needed,No,No,TRUE,No,,"Statement, correlation",Information needed ,#N/A,Yes,TRUE,"The statement uses 'determines', which indicates a direct causal relationship where the number of people living in homes without heat directly influences or determines the number of blankets needed.",,
1431,A mayor collaborates with school district members,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes a collaborative action but does not indicate that one event directly leads to or influences another in a causal manner.,,
536,Examining Abeesee's living structures and renewable resource access leads to identifying inefficiencies,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that examining Abeesee's living structures and renewable resource access directly results in identifying inefficiencies.",,
1947,Tax breaks could lead to larger companies investing in the area,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y",also k ,TRUE,Yes,TRUE,"The statement uses 'could lead to', indicating a potential causal relationship where tax breaks (cause) influence larger companies' investment decisions in the area (effect).",,
399,Demographics of Abeesee are needed,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement does not express any causal relationship; it merely indicates a need for information about demographics without implying that one event or state causes another.,,
147,Informing people willing to help leads to creating a team,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses 'leads to', indicating that informing people willing to help directly results in creating a team.",,
1004,Researching alternatives leads to presenting them to local and national governments,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,The statement indicates a clear causal relationship where 'researching alternatives' (the cause) directly leads to or influences 'presenting them to local and national governments' (the effect). The use of the phrase 'leads to' is a strong indicator of causation.,,
1486,The government has money,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement is purely descriptive and does not indicate any causal relationship between events or states.,,
1555,People living in Abeesee may require government assistance,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible solution ,TRUE,No,FALSE,The statement does not indicate a clear causal relationship; it merely suggests a possibility or condition without specifying a cause and effect.,,
391,Knowing more about the area leads to finding other heat sources,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that knowing more about the area (cause) directly results in finding other heat sources (effect)",,
97,Winter ending occurs before examining the most reliable and inexpensive heat resource,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a temporal sequence ('occurs before') rather than a causal relationship between winter ending and examining heat resources.,,
1006,Researching alternatives happens before bringing them to local and national governments,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement only indicates a temporal sequence ('happens before') without implying any direct causal relationship between researching alternatives and bringing them to local and national governments.,,
727,Involving non-profit groups leads to raising money for Abeesee village,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement uses a direct causal verb 'leads to', indicating that involving non-profit groups directly results in raising money for Abeesee village.",,
1406,Information is needed about the price of heating a home in Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement is a request for information and does not express any causal relationship between events or states.,,
1765,Rising prices cause many people to be unable to afford heating,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt",Direct cause, ,TRUE,Yes,TRUE,The statement uses a direct causal verb 'cause' indicating that rising prices directly lead to many people being unable to afford heating.,,
2136,I would contact the company supplying fossil fuels to the town,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an action (contacting a company) but does not indicate any causal relationship between contacting the company and any resulting effect.,,
1384,Abeesee faces harsh winters,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,"The statement describes a characteristic or condition of Abeesee but does not indicate any causal relationship between events, actions, or states.",,
367,The government lobbies higher government officials,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes an action (lobbying) but does not indicate a clear cause and effect relationship between two distinct events or states.,,
734,Collecting propane tanks helps people in the village,Yes,No,#N/A,No,,"Direct, X leads to Y",Possible solution ,#N/A,Yes,TRUE,"The statement indicates that the action of collecting propane tanks directly leads to a beneficial outcome for people in the village, suggesting a clear causal relationship.",No,unclear what the effect would be
623,Groups with wealth within the town invest in projects,No,No,TRUE,No,,"Statement, No cause/effect relationship",Identifies actors ,TRUE,No,FALSE,The statement describes a behavior of groups with wealth but does not indicate that their wealth directly causes them to invest in projects. It lacks explicit causal indicators and could simply be describing an observed pattern or tendency.,,
1814,The prevalence and danger of unaffordable heating sources in the Village of Abeesee lead to a need for further assistance,Yes,Yes,TRUE,Yes,"b) Causal verbs: cause, result, produce, generate, lead, induce, trigger, prompt","Direct, X leads to Y", ,TRUE,Yes,TRUE,"The statement indicates that the prevalence and danger of unaffordable heating sources (cause) lead to a need for further assistance (effect), showing a clear causal relationship.",,
143,Government officials have power,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement describes a property or characteristic of government officials but does not indicate any causal relationship where one event/action/state leads to another.,,
2081,The government governs Abeesee's village,No,No,TRUE,No,,"Statement, No cause/effect relationship",Statement of fact ,TRUE,No,FALSE,The statement describes a governance relationship but does not indicate that one event or action directly leads to another effect. It is more of a descriptive statement about who governs rather than expressing causation.,,
1601,The research aims to find cost-efficient ways to heat living spaces,No,No,TRUE,No,,"Statement, No cause/effect relationship",Information needed ,TRUE,No,FALSE,The statement describes a purpose or goal of research but does not indicate that one event/action/state directly leads to another. It lacks explicit causal indicators.,,
1250,Alternatives are not being provided to the people of Abeesee,No,No,TRUE,No,,"Statement, No cause/effect relationship",Possible cause ,TRUE,No,FALSE,The statement describes a situation or condition but does not indicate any causal relationship between events or actions.,,
